season,name,profile,team,total_raids,total_tackle,raid_percent_overall,tackle_percent_overall,matches_played,total_points,success_raids,raid_points,success_tackles,tackle_points,avg_raid_points,avg_tackle_points,dod_raid_points,super_raids,super_tackles,super_10s,high_5s,success_raid_percent,success_tackle_percent
4,Ravinder Pahal,"Defender, right corner",puneri-paltan,,,,,14,37,0,0,35,37,0,2.64,0,0,2,0,3,,
5,Ravinder Pahal,"Defender, right corner",bengaluru-bulls,,,,,19,54,1,2,49,52,0.4,2.74,0,0,3,0,3,,
6,Ravinder Pahal,"Defender, right corner",dabang-delhi-kc,,,,,22,59,0,0,56,59,0,2.68,0,0,3,0,4,,
7,Ravinder Pahal,"Defender, right corner",dabang-delhi-kc,,,,,19,55,0,0,55,55,0,2.89,0,0,0,0,3,,
4,Ravindra Ramesh Kumawat,All Rounder,bengal-warriors,,,,,2,3,2,2,1,1,1,0,0,0,0,0,0,,
5,Ravindra Ramesh Kumawat,All Rounder,bengal-warriors,,,,,2,2,2,2,0,0,1,0,2,0,0,0,0,,
6,Ravindra Ramesh Kumawat,Raider,bengal-warriors,,,,,12,42,29,37,5,5,3.08,0.42,14,2,0,0,0,,
7,Ravindra Ramesh Kumawat,Raider,bengal-warriors,,,,,2,2,1,1,1,1,0.5,0,0,0,0,0,0,,
2,Ravit Kumar,Raider,telugu-titans,,,,,3,2,1,1,1,1,0,0.33,0,0,0,0,0,,
5,Rinku Narwal,"Defender, left corner",puneri-paltan,,,,,13,22,1,1,17,21,0.2,1.62,0,0,4,0,1,,
6,Rinku Narwal,Defender,puneri-paltan,,,,,15,21,1,1,19,20,0.25,1.33,1,0,1,0,0,,
7,Rinku Narwal,Defender,bengal-warriors,,,,,19,51,0,0,49,51,0,2.68,0,0,2,0,3,,
1,Rishank Devadiga,Raider,u-mumba,,,,,16,77,45,64,13,13,4,0.81,8,2,0,0,0,,
2,Rishank Devadiga,Raider,u-mumba,,,,,13,58,36,44,14,14,3.38,1.08,25,0,0,0,0,,
3,Rishank Devadiga,Raider,u-mumba,,,,,16,115,86,106,8,9,6.63,0.56,29,4,1,2,0,,
4,Rishank Devadiga,Raider,u-mumba,,,,,14,70,57,70,0,0,5,0,19,2,0,2,0,,
5,Rishank Devadiga,Raider,up-yoddha,,,,,21,170,126,165,4,5,7.86,0.24,32,12,1,5,0,,
6,Rishank Devadiga,Raider,up-yoddha,,,,,23,104,82,100,4,4,4.35,0.17,8,3,0,1,0,,
7,Rishank Devadiga,Raider,up-yoddha,,,,,14,47,35,46,1,1,3.29,0.07,6,2,0,0,0,,
5,Rohit,Raider,bengaluru-bulls,,,,,2,4,3,4,0,0,0,0,1,0,0,0,0,,
2,Rohit Baliyan,Raider,telugu-titans,,,,,5,12,11,12,0,0,3,0,1,0,0,0,0,,
3,Rohit Baliyan,Raider,telugu-titans,,,,,11,56,44,54,2,2,4.91,0.18,8,2,0,2,0,,
5,Rohit Baliyan,Raider,dabang-delhi-kc,,,,,17,74,55,65,9,9,3.82,0.53,8,1,0,1,0,,
6,Rohit Baliyan,Raider,u-mumba,,,,,19,108,82,94,13,14,5.22,0.74,6,1,1,0,0,,
7,Rohit Baliyan,Raider,u-mumba,,,,,15,46,29,42,3,4,2.8,0.27,7,2,1,0,0,,
5,Rohit Gulia,All Rounder,gujarat-fortunegiants,,,,,19,38,33,35,3,3,1.84,0.16,12,0,0,0,0,,
6,Rohit Gulia,All Rounder,gujarat-fortunegiants,,,,,19,61,48,58,3,3,3.05,0.16,14,2,0,0,0,,
7,Rohit Gulia,All Rounder,gujarat-fortunegiants,,,,,20,120,92,115,5,5,5.75,0.25,11,1,0,4,0,,
3,Rohit Kumar,Raider,patna-pirates,,,,,12,109,80,102,7,7,9.27,0.58,20,4,0,5,0,,
4,Rohit Kumar,Raider,bengaluru-bulls,,,,,14,100,75,93,6,7,6.64,0.5,15,3,1,1,0,,
5,Rohit Kumar,Raider,bengaluru-bulls,,,,,22,231,192,219,11,12,9.95,0.55,36,1,1,12,0,,
5,Rohit Kumar,"Defender, right cover",up-yoddha,,,,,7,3,1,2,1,1,0,0.14,0,0,0,0,0,,
6,Rohit Kumar,Raider,bengaluru-bulls,,,,,24,171,129,162,9,9,6.75,0.38,24,5,0,5,1,,
7,Rohit Kumar,Raider,bengaluru-bulls,,,,,17,92,69,88,4,4,5.18,0.24,11,2,0,3,0,,
2,Rohit Kumar Choudary,Raider,dabang-delhi-kc,,,,,14,64,41,61,3,3,4.36,0.21,33,6,0,1,0,,
3,Rohit Kumar Choudary,Raider,dabang-delhi-kc,,,,,7,16,11,16,0,0,2.29,0,5,0,0,0,0,,
5,Rohit Kumar Choudary,Raider,puneri-paltan,,,,,11,13,10,13,0,0,1.18,0,1,0,0,0,0,,
6,Rohit Kumar Choudary,Raider,up-yoddha,,,,,6,3,2,3,0,0,0.5,0,0,0,0,0,0,,
3,Rohit Kumar Prajapat,Raider,jaipur-pink-panthers,,,,,3,1,0,0,1,1,0,0,0,0,0,0,0,,
1,Rohit Rana,"Defender, left cover",jaipur-pink-panthers,,,,,15,38,0,0,37,38,0,2.53,0,0,1,0,3,,
2,Rohit Rana,"Defender, left cover",jaipur-pink-panthers,,,,,10,17,1,1,16,16,0,1.6,0,0,0,0,1,,
3,Rohit Rana,"Defender, left cover",jaipur-pink-panthers,,,,,12,18,0,1,14,17,0.17,1.42,0,0,3,0,1,,
4,Rohit Rana,"Defender, left cover",jaipur-pink-panthers,,,,,5,3,0,0,3,3,0,0.6,0,0,0,0,0,,
5,Rohit Rana,"Defender, left cover",telugu-titans,,,,,21,24,0,0,24,24,0,1.14,0,0,0,0,0,,
6,Rohit Rana,"Defender, left cover",u-mumba,,,,,19,38,0,0,37,38,0,2,0,0,1,0,2,,
1,Rupesh Tomar,All Rounder,telugu-titans,,,,,5,5,1,1,3,4,0,0.8,0,0,1,0,0,,
2,Rupesh Tomar,All Rounder,telugu-titans,,,,,6,10,3,4,4,6,0,1,0,0,2,0,0,,
4,Rupesh Tomar,All Rounder,telugu-titans,,,,,3,3,0,0,3,3,0,1,0,0,0,0,0,,
5,Rupesh Tomar,All Rounder,dabang-delhi-kc,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,,
6,Ruturaj Shivaji Koravi,Defender,gujarat-fortunegiants,,,,,23,47,0,0,44,47,0,2.04,0,0,3,0,1,,
7,Ruturaj Shivaji Koravi,Defender,gujarat-fortunegiants,,,,,15,15,0,0,14,15,0,1,0,0,0,0,0,,
4,S Mahalingam,All Rounder,telugu-titans,,,,,11,16,0,0,14,16,0,1.45,0,0,2,0,0,,
5,Sachin,Raider,gujarat-fortunegiants,,,,,24,173,132,159,13,14,6.63,0.58,37,2,1,7,0,,
1,Sachin Khambe,"Defender, left corner",bengal-warriors,,,,,14,27,5,5,20,22,1,1.57,1,0,2,0,0,,
2,Sachin Khambe,"Defender, left corner",bengal-warriors,,,,,8,24,0,0,20,24,0,3,0,0,4,0,2,,
5,Sachin Kumar,"Defender, left corner",bengaluru-bulls,,,,,9,7,0,1,6,6,0.25,0.67,0,0,0,0,1,,
6,Sachin Kumar,All Rounder,up-yoddha,,,,,25,68,21,25,39,43,1.32,1.72,4,0,4,0,2,,
7,Sachin Kumar,All Rounder,up-yoddha,,,,,12,4,0,0,3,4,0,0.33,0,0,1,0,0,,
7,Sachin Narwal,All Rounder,jaipur-pink-panthers,,,,,12,12,7,11,1,1,1,0.08,3,1,0,0,0,,
1,Sachin Shingade,"Defender, left cover",telugu-titans,,,,,10,20,0,0,19,20,0,2,0,0,1,0,1,,
2,Sachin Shingade,"Defender, left cover",telugu-titans,,,,,4,2,0,0,2,2,0,0.5,0,0,0,0,0,,
3,Sachin Shingade,"Defender, left cover",puneri-paltan,,,,,2,6,0,0,5,6,0,3,0,0,1,0,0,,
4,Sachin Shingade,"Defender, left cover",dabang-delhi-kc,,,,,14,44,0,0,39,44,0,3.14,0,0,5,0,4,,
5,Sachin Shingade,"Defender, left cover",patna-pirates,,,,,26,22,0,0,21,22,0,0.85,0,0,1,0,0,,
6,Sachin Shingade,"Defender, left cover",haryana-steelers,,,,,19,25,0,0,23,25,0,1.32,0,0,2,0,0,,
6,Sachin Tanwar,Raider,gujarat-fortunegiants,,,,,23,204,159,190,12,14,8.26,0.61,28,1,2,7,0,,
7,Sachin Tanwar,Raider,gujarat-fortunegiants,,,,,16,85,65,84,1,1,5.25,0.06,23,1,0,2,0,,
2,Sachin Vittala,"Defender, left corner",puneri-paltan,,,,,4,11,9,11,0,0,2.75,0,4,1,0,0,0,,
6,Sachin Vittala,"Defender, left corner",gujarat-fortunegiants,,,,,22,28,2,3,24,25,0,1.14,0,0,1,0,0,,
7,Saeid Ghaffari,"Defender, left cover",dabang-delhi-kc,,,,,9,8,0,0,8,8,0,0.89,0,0,0,0,0,,
7,Sagar,"Defender, right corner",tamil-thalaivas,,,,,10,10,0,0,9,10,0,1,0,0,1,0,0,,
4,Sagar B Krishna,All Rounder,telugu-titans,,,,,11,6,0,0,6,6,0,0.55,0,0,0,0,0,,
5,Sagar B Krishna,All Rounder,up-yoddha,,,,,17,33,1,1,29,32,0.14,1.88,0,0,3,0,3,,
6,Sagar B Krishna,All Rounder,up-yoddha,,,,,20,18,0,0,17,18,0,0.9,0,0,1,0,1,,
7,Sagar B Krishna,All Rounder,puneri-paltan,,,,,12,14,0,0,11,14,0,1.17,0,0,3,0,1,,
1,Sagar Khatale,"Defender, right corner",puneri-paltan,,,,,8,10,0,0,10,10,0,1.25,0,0,0,0,0,,
2,Sagar Khatale,"Defender, right corner",puneri-paltan,,,,,4,4,0,0,4,4,0,1,0,0,0,0,0,,
1,Samarjeet Singh,All Rounder,jaipur-pink-panthers,,,,,12,12,0,1,10,11,0.2,0.92,0,0,1,0,0,,
2,Samarjeet Singh,All Rounder,jaipur-pink-panthers,,,,,5,2,0,0,1,2,0,0,0,0,1,0,0,,
3,Samarjeet Singh,All Rounder,jaipur-pink-panthers,,,,,5,8,2,2,5,6,0.4,1.2,0,0,1,0,0,,
3,Sandeep,"Defender, left corner",patna-pirates,,,,,3,3,0,0,3,3,0,1,0,0,0,0,0,,
6,Sandeep,"Defender, left corner",bengaluru-bulls,,,,,10,16,0,0,13,16,0,1.6,0,0,3,0,0,,
6,Sandeep,All Rounder,puneri-paltan,,,,,5,10,4,7,2,3,3.5,0.6,2,0,1,0,0,,
7,Sandeep,All Rounder,puneri-paltan,,,,,1,2,0,0,2,2,0,2,0,0,0,0,0,,
2,Sandeep Kandola,"Defender, left corner",telugu-titans,,,,,16,70,7,11,55,59,1.38,3.69,0,0,4,0,6,,
3,Sandeep Kumar Dhull,"Defender, left corner",dabang-delhi-kc,,,,,10,32,0,0,26,32,0,3.2,0,0,6,0,2,,
4,Sandeep Kumar Dhull,"Defender, left corner",telugu-titans,,,,,12,35,0,0,35,35,0,2.92,0,0,0,0,2,,
6,Sandeep Kumar Dhull,"Defender, left corner",jaipur-pink-panthers,,,,,22,67,0,0,62,67,0,3.05,0,0,5,0,4,,
7,Sandeep Kumar Dhull,"Defender, left corner",jaipur-pink-panthers,,,,,20,68,0,1,60,67,0,3.35,0,0,7,0,5,,
2,Sandeep Malik,"Defender, left corner",bengaluru-bulls,,,,,1,2,0,0,1,2,0,0,0,0,1,0,0,,
1,Sandeep Narwal,All Rounder,patna-pirates,,,,,16,119,68,92,21,27,5.75,1.69,11,8,6,1,2,,
2,Sandeep Narwal,All Rounder,patna-pirates,,,,,16,83,36,46,34,37,2.88,2.31,6,1,3,0,2,,
3,Sandeep Narwal,All Rounder,patna-pirates,,,,,14,64,8,9,53,55,0.64,3.93,0,0,2,0,6,,
4,Sandeep Narwal,All Rounder,telugu-titans,,,,,16,66,20,24,40,42,1.5,2.63,0,0,2,0,3,,
5,Sandeep Narwal,All Rounder,puneri-paltan,,,,,21,85,29,33,49,52,1.65,2.48,2,1,3,0,1,,
6,Sandeep Narwal,All Rounder,puneri-paltan,,,,,18,66,16,25,34,41,1.47,2.28,4,1,7,0,1,,
7,Sandeep Narwal,All Rounder,u-mumba,,,,,18,58,12,16,37,42,1,2.33,2,0,5,0,1,,
2,Sandeep Tomar,Raider,dabang-delhi-kc,,,,,3,2,2,2,0,0,0.67,0,1,0,0,0,0,,
2,Sanjay Kumar,All Rounder,puneri-paltan,,,,,7,16,9,15,1,1,2.5,0.14,4,2,0,0,0,,
3,Sanju,Raider,telugu-titans,,,,,4,1,0,0,1,1,0,0.25,0,0,0,0,0,,
4,Sanket Chavan,"Defender, left corner",dabang-delhi-kc,,,,,6,11,0,0,11,11,0,1.83,0,0,0,0,0,,
5,Sanket Chavan,"Defender, left corner",tamil-thalaivas,,,,,7,4,0,0,4,4,0,0.57,0,0,0,0,0,,
7,Sanket Sawant,"Defender, left cover",puneri-paltan,,,,,5,7,0,0,7,7,0,1.4,0,0,0,0,0,,
5,Sanoj Kumar,"Defender, left cover",up-yoddha,,,,,2,3,2,2,1,1,0,0.5,0,0,0,0,0,,
5,Santhapanaselvam,All Rounder,jaipur-pink-panthers,,,,,10,15,0,0,15,15,0,1.5,0,0,0,0,0,,
6,Santhapanaselvam,All Rounder,jaipur-pink-panthers,,,,,14,14,0,0,12,14,0,1,0,0,2,0,0,,
7,Santhapanaselvam,All Rounder,jaipur-pink-panthers,,,,,8,14,0,0,13,14,0,1.75,0,0,1,0,0,,
5,Santhosh B.S,"Defender, left corner",up-yoddha,,,,,9,12,1,3,8,9,0.43,1,0,1,1,0,0,,
5,Satish,"Defender, right corner",patna-pirates,,,,,10,3,0,0,3,3,0,0.3,0,0,0,0,0,,
5,Satpal,"Defender, right corner",dabang-delhi-kc,,,,,10,28,0,4,22,24,0.57,2.4,1,0,2,0,1,,
6,Satpal,"Defender, right corner",dabang-delhi-kc,,,,,12,15,0,1,10,14,0,1.17,0,0,4,0,0,,
7,Satywan,"Defender, left cover",dabang-delhi-kc,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,,
7,Saurabh Nandal,"Defender, left corner",bengaluru-bulls,,,,,18,48,1,1,42,47,0,2.61,0,0,5,0,5,,
2,Selvamani K,Raider,dabang-delhi-kc,,,,,10,14,9,14,0,0,1.56,0,1,1,0,0,0,,
3,Selvamani K,Raider,dabang-delhi-kc,,,,,8,39,29,38,1,1,4.75,0.13,25,1,0,1,0,,
4,Selvamani K,Raider,dabang-delhi-kc,,,,,13,45,34,45,0,0,3.46,0,27,1,0,0,0,,
5,Selvamani K,Raider,jaipur-pink-panthers,,,,,3,4,3,4,0,0,1.33,0,0,0,0,0,0,,
6,Selvamani K,Raider,jaipur-pink-panthers,,,,,15,41,27,38,3,3,2.71,0.2,9,3,0,1,0,,
7,Selvamani K,Raider,haryana-steelers,,,,,7,13,7,11,2,2,1.83,0,1,1,0,0,0,,
1,Seong Ryeol Kim,Defender,bengal-warriors,,,,,3,5,0,0,5,5,0,1.67,0,0,0,0,0,,
2,Seong Ryeol Kim,Defender,bengal-warriors,,,,,4,4,0,0,3,4,0,1,0,0,1,0,0,,
3,Seong Ryeol Kim,Defender,dabang-delhi-kc,,,,,8,5,2,3,2,2,0.75,0.25,2,0,0,0,0,,
1,Shabeer Bappu,Raider,u-mumba,,,,,10,67,51,66,1,1,6.6,0.1,11,2,0,3,0,,
2,Shabeer Bappu,Raider,u-mumba,,,,,10,47,36,46,1,1,4.6,0.1,22,2,0,1,0,,
3,Shabeer Bappu,Raider,u-mumba,,,,,10,13,11,13,0,0,1.3,0,4,0,0,0,0,,
4,Shabeer Bappu,Raider,jaipur-pink-panthers,,,,,12,35,18,24,6,11,2,0.92,2,1,5,0,1,,
5,Shabeer Bappu,Raider,u-mumba,,,,,12,38,30,35,2,3,2.92,0.25,9,0,1,1,0,,
6,Shabeer Bappu,Raider,dabang-delhi-kc,,,,,6,7,6,7,0,0,1.17,0,0,0,0,0,0,,
7,Shabeer Bappu,Raider,tamil-thalaivas,,,,,14,29,17,22,6,7,1.57,0.5,5,0,1,0,0,,
5,Shashank Wankhede,"Defender, left cover",bengal-warriors,,,,,3,2,0,0,2,2,0,0.67,0,0,0,0,0,,
3,Shrikant Jadhav,Raider,bengal-warriors,,,,,5,10,9,10,0,0,2,0,2,0,0,0,0,,
4,Shrikant Jadhav,Raider,bengal-warriors,,,,,5,7,6,7,0,0,1.75,0,0,0,0,0,0,,
5,Shrikant Jadhav,Raider,u-mumba,,,,,19,98,70,86,10,12,4.78,0.63,22,2,2,2,0,,
6,Shrikant Jadhav,Raider,up-yoddha,,,,,25,146,108,141,4,5,5.64,0.2,43,4,1,5,0,,
7,Shrikant Jadhav,Raider,up-yoddha,,,,,18,117,83,114,3,3,6.33,0.17,26,2,0,3,0,,
1,Shrikant Tewthia,All Rounder,dabang-delhi-kc,,,,,14,50,37,41,8,9,2.93,0.64,3,0,1,1,0,,
2,Shrikant Tewthia,All Rounder,dabang-delhi-kc,,,,,9,19,9,10,8,9,1.25,1,3,0,1,0,0,,
3,Shrikant Tewthia,All Rounder,bengaluru-bulls,,,,,13,33,16,20,12,13,2,1,0,1,1,0,1,,
4,Shrikant Tewthia,All Rounder,jaipur-pink-panthers,,,,,4,2,0,0,1,2,0,0,0,0,1,0,0,,
5,Shrikant Tewthia,All Rounder,bengal-warriors,,,,,23,40,2,4,31,36,0,1.57,0,1,5,0,1,,
6,Shrikant Tewthia,All Rounder,bengal-warriors,,,,,8,13,2,3,10,10,0.75,1.25,0,0,0,0,0,,
5,Shubham Ashok Palkar,Raider,dabang-delhi-kc,,,,,8,7,6,7,0,0,0.88,0,2,0,0,0,0,,
6,Shubham Ashok Palkar,Raider,gujarat-fortunegiants,,,,,4,2,2,2,0,0,0.5,0,2,0,0,0,0,,
6,Shubham Shinde,"Defender, right corner",puneri-paltan,,,,,10,12,0,0,9,12,0,1.2,0,0,3,0,0,,
7,Shubham Shinde,"Defender, right corner",puneri-paltan,,,,,13,18,1,1,15,17,0.17,1.31,0,0,2,0,0,,
1,Shyam Kumar Sah,"Defender, left cover",bengal-warriors,,,,,13,28,7,10,17,18,1.25,1.38,1,0,1,0,0,,
2,Shyam Kumar Sah,"Defender, left cover",bengal-warriors,,,,,7,13,0,0,13,13,0,1.86,0,0,0,0,1,,
3,Shyam Kumar Sah,"Defender, left cover",bengal-warriors,,,,,7,12,4,7,4,5,1.4,0.71,0,1,1,0,0,,
6,Siddharth Sirish Desai,Raider,u-mumba,,,,,21,221,169,218,3,3,10.38,0.14,41,10,0,12,0,,
7,Siddharth Sirish Desai,Raider,telugu-titans,,,,,18,177,143,174,3,3,9.67,0.17,22,6,0,7,0,,
5,Sidharth,All Rounder,jaipur-pink-panthers,,,,,21,31,3,4,24,27,0.36,1.29,0,0,3,0,1,,
1,Simon Kibura,Raider,puneri-paltan,,,,,4,8,5,6,2,2,3,0.5,1,0,0,0,0,,
2,Simon Kibura,Raider,puneri-paltan,,,,,3,1,1,1,0,0,0,0,0,0,0,0,0,,
3,Simon Kibura,Raider,puneri-paltan,,,,,2,2,2,2,0,0,1,0,1,0,0,0,0,,
1,Sinotharan Kanesharajah,Raider,bengaluru-bulls,,,,,1,5,2,4,1,1,0,0,0,1,0,0,0,,
2,Sinotharan Kanesharajah,Raider,bengaluru-bulls,,,,,2,1,0,1,0,0,0,0,1,0,0,0,0,,
5,Sombir,"Defender, right corner",telugu-titans,,,,,17,39,0,0,33,39,0,2.29,0,0,6,0,2,,
6,Sombir,Defender,telugu-titans,,,,,4,1,0,0,1,1,0,0.25,0,0,0,0,0,,
7,Sombir,Defender,dabang-delhi-kc,,,,,8,1,0,0,1,1,0,0,0,0,0,0,0,,
3,Somvir,"Defender, left cover",bengaluru-bulls,,,,,14,22,0,1,20,21,0,1.5,0,0,1,0,0,,
2,Somvir Shekhar,"Defender, right cover",bengaluru-bulls,,,,,14,35,1,1,32,34,0,2.43,0,0,2,0,4,,
4,Somvir Shekhar,"Defender, right cover",puneri-paltan,,,,,16,22,0,0,21,22,0,1.38,0,0,1,0,0,,
5,Somvir Shekhar,"Defender, right cover",jaipur-pink-panthers,,,,,22,30,0,0,29,30,0,1.36,0,0,1,0,0,,
7,Sonu Jaglan,Raider,gujarat-fortunegiants,,,,,15,53,36,45,3,4,3.27,0,7,3,1,1,0,,
2,Sonu Narwal,Raider,jaipur-pink-panthers,,,,,11,51,42,51,0,0,4.64,0,12,1,0,1,0,,
3,Sonu Narwal,Raider,jaipur-pink-panthers,,,,,11,55,49,55,0,0,5,0,8,2,0,0,0,,
4,Sonu Narwal,Raider,puneri-paltan,,,,,11,32,25,32,0,0,2.91,0,2,0,0,0,0,,
6,Sudhanshu Tyagi,"Defender, right cover",haryana-steelers,,,,,13,4,0,0,4,4,0,0.31,0,0,0,0,0,,
1,Sukesh Hegde,Raider,telugu-titans,,,,,14,83,60,79,4,4,5.64,0.29,15,3,0,0,0,,
2,Sukesh Hegde,Raider,telugu-titans,,,,,13,64,44,62,2,2,4.77,0.15,26,5,0,0,0,,
3,Sukesh Hegde,Raider,telugu-titans,,,,,13,64,49,61,2,3,4.69,0.23,11,0,1,0,0,,
4,Sukesh Hegde,Raider,telugu-titans,,,,,9,7,5,7,0,0,0.78,0,5,0,0,0,0,,
5,Sukesh Hegde,Raider,gujarat-fortunegiants,,,,,18,77,58,75,2,2,4.17,0.11,17,2,0,1,0,,
6,Sukesh Hegde,Raider,tamil-thalaivas,,,,,17,71,51,68,2,3,4,0.18,14,3,1,0,0,,
7,Sukesh Hegde,Raider,bengal-warriors,,,,,12,34,22,33,1,1,2.75,0,10,2,0,0,0,,
7,Sumit,"Defender, left corner",up-yoddha,,,,,18,63,1,2,60,61,0.5,3.39,0,0,1,0,5,,
7,Sumit,"Defender, left cover",dabang-delhi-kc,,,,,2,1,0,0,1,1,0,0,0,0,0,0,0,,
7,Sumit Malik,"Defender, left corner",gujarat-fortunegiants,,,,,14,15,0,0,14,15,0,1.07,0,0,1,0,0,,
4,Sumit Singh,Raider,bengaluru-bulls,,,,,5,9,5,7,1,2,1.4,0,2,0,1,0,0,,
6,Sumit Singh,Raider,bengaluru-bulls,,,,,8,15,7,11,4,4,1.57,0.5,3,0,0,0,0,,
7,Sumit Singh,Raider,bengaluru-bulls,,,,,15,39,27,36,2,3,2.4,0.2,8,0,1,0,0,,
2,Sunil,"Defender, left corner",patna-pirates,,,,,9,24,1,2,19,22,0,2.44,0,0,3,0,1,,
3,Sunil,"Defender, left corner",patna-pirates,,,,,15,30,1,1,28,29,0,1.93,1,0,1,0,1,,
4,Sunil,"Defender, left corner",u-mumba,,,,,10,17,0,1,15,16,0,1.6,0,0,1,0,0,,
5,Sunil,"Defender, left corner",dabang-delhi-kc,,,,,18,25,0,0,24,25,0,1.39,0,0,1,0,0,,
6,Sunil,"Defender, right corner",haryana-steelers,,,,,22,41,0,0,41,41,0,1.86,0,0,0,0,2,,
6,Sunil,"Defender, left corner",tamil-thalaivas,,,,,11,13,0,0,12,13,0,1.18,0,0,1,0,0,,
7,Sunil,"Defender, right corner",haryana-steelers,,,,,17,44,0,0,41,44,0,2.59,0,0,1,0,3,,
1,Sunil Hanumanthappa,Raider,bengaluru-bulls,,,,,5,4,1,2,2,2,0,0,0,0,0,0,0,,
1,Sunil Jaipal,Raider,bengal-warriors,,,,,13,50,22,33,13,17,2.54,1.31,3,2,4,0,1,,
2,Sunil Jaipal,Raider,bengal-warriors,,,,,10,40,24,34,4,6,3.4,0.6,8,2,2,0,0,,
3,Sunil Jaipal,Raider,patna-pirates,,,,,2,4,4,4,0,0,2,0,0,0,0,0,0,,
5,Sunil Jaipal,Raider,bengaluru-bulls,,,,,13,31,13,16,12,15,1.23,1.15,2,0,3,0,0,,
4,Sunil Kumar,"Defender, right cover",patna-pirates,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,,
5,Sunil Kumar,"Defender, right cover",gujarat-fortunegiants,,,,,24,58,1,1,55,57,0.08,2.38,0,0,2,0,3,,
6,Sunil Kumar,Defender,gujarat-fortunegiants,,,,,25,76,0,0,72,76,0,3.04,0,0,4,0,3,,
7,Sunil Kumar,Defender,gujarat-fortunegiants,,,,,18,47,1,1,40,46,0.14,2.56,1,0,6,0,4,,
5,Sunil Siddhgavali,Raider,jaipur-pink-panthers,,,,,12,16,0,0,15,16,0,1.33,0,0,1,0,1,,
6,Sunil Siddhgavali,Defender,jaipur-pink-panthers,,,,,16,38,4,5,30,33,0.71,2.06,2,0,3,0,4,,
7,Sunil Siddhgavali,Defender,jaipur-pink-panthers,,,,,14,9,0,0,6,9,0,0.64,0,0,3,0,0,,
1,Sunil Subhash Lande,"Defender, right corner",puneri-paltan,,,,,4,1,0,0,1,1,0,0.25,0,0,0,0,0,,
4,Sunny,Raider,patna-pirates,,,,,3,1,0,1,0,0,0.33,0,1,0,0,0,0,,
7,Suraj Desai,Raider,telugu-titans,,,,,12,45,35,44,1,1,4,0.08,3,1,0,1,0,,
7,Surender Gill,Raider,up-yoddha,,,,,15,62,41,54,7,8,3.6,0.53,24,1,1,0,0,,
1,Surender Nada,"Defender, left corner",u-mumba,,,,,15,61,8,10,47,51,1.25,3.4,1,0,4,0,5,,
2,Surender Nada,"Defender, left corner",u-mumba,,,,,14,44,2,3,39,41,0.27,2.93,1,0,2,0,4,,
3,Surender Nada,"Defender, left corner",u-mumba,,,,,7,14,0,1,13,13,0.5,1.86,0,0,0,0,0,,
4,Surender Nada,"Defender, left corner",bengaluru-bulls,,,,,13,37,3,4,29,33,0.67,2.54,0,0,4,0,1,,
5,Surender Nada,"Defender, left corner",haryana-steelers,,,,,21,83,2,3,74,80,0.25,3.81,0,0,6,0,9,,
2,Surender Singh,Raider,puneri-paltan,,,,,2,8,4,5,3,3,2.5,1.5,1,0,0,0,0,,
3,Surender Singh,Raider,puneri-paltan,,,,,12,45,34,44,1,1,3.67,0.08,12,2,0,0,0,,
4,Surender Singh,Raider,u-mumba,,,,,11,11,7,9,2,2,0.9,0.18,4,0,0,0,0,,
5,Surender Singh,Raider,up-yoddha,,,,,18,70,47,68,2,2,4,0.11,19,2,0,2,0,,
5,Surender Singh,"Defender, right cover",u-mumba,,,,,22,58,0,0,58,58,0,2.64,0,0,0,0,3,,
6,Surender Singh,Defender,u-mumba,,,,,22,62,0,0,59,62,0,2.82,0,0,3,0,2,,
7,Surender Singh,Raider,up-yoddha,,,,,4,11,5,10,1,1,2.5,0,5,0,0,0,0,,
5,Suresh Kumar,Raider,puneri-paltan,,,,,11,22,12,22,0,0,2,0,9,0,0,0,0,,
1,Suresu Kumar,Raider,u-mumba,,,,,3,6,6,6,0,0,2,0,1,0,0,0,0,,
2,Suresu Kumar,Raider,u-mumba,,,,,1,2,1,1,1,1,1,0,1,0,0,0,0,,
3,Suresu Kumar,Raider,u-mumba,,,,,3,2,2,2,0,0,0,0,1,0,0,0,0,,
4,Suresu Kumar,Raider,u-mumba,,,,,11,23,15,20,3,3,1.82,0.27,12,0,0,0,0,,
5,Suresu Kumar,Raider,dabang-delhi-kc,,,,,3,2,2,2,0,0,0.67,0,0,0,0,0,0,,
7,Surinder Singh,Defender,u-mumba,,,,,18,49,1,4,43,45,0.8,2.5,0,1,2,0,2,,
1,Surjeet Narwal,Raider,dabang-delhi-kc,,,,,14,120,98,113,5,7,8.07,0.5,8,2,2,6,0,,
3,Surjeet Narwal,Raider,bengaluru-bulls,,,,,12,43,29,40,3,3,3.33,0.25,2,2,0,1,0,,
4,Surjeet Narwal,Raider,bengal-warriors,,,,,5,11,6,7,4,4,1.4,0.8,2,0,0,0,0,,
7,Sushant Sail,Raider,puneri-paltan,,,,,9,12,8,12,0,0,1.33,0,1,0,0,0,0,,
7,Sushil Gulia,Raider,jaipur-pink-panthers,,,,,7,20,12,19,1,1,2.71,0,8,2,0,0,0,,
